발생년,발생년월일시,주야,요일,사망자수,사상자수,발생지시도,발생지시군구
2014,2014040915,주간,수,1,3,대구,서구
2014,2014041011,주간,목,1,1,경기,용인시
2014,2014041021,야간,목,1,1,경남,진주시
2014,2014041120,야간,금,1,1,강원,춘천시
2014,2014041020,야간,목,1,1,충남,홍성군
2014,2014041119,야간,금,1,1,울산,동구
2014,2014041118,야간,금,1,1,충남,논산시
2014,2014041119,야간,금,1,1,강원,양구군
2014,2014041122,야간,금,1,2,경기,안산시
2014,2014040804,야간,화,1,1,대구,수성구
2014,2014041615,주간,수,1,1,경북,김천시
2014,2014041613,주간,수,1,1,충남,부여군
2014,2014041717,주간,목,1,1,서울,종로구
2014,2014041808,주간,금,1,2,경남,하동군
2014,2014041706,주간,목,1,1,대구,북구
2014,2014041613,주간,수,1,2,충남,청양군
2014,2014041612,주간,수,1,1,대구,중구
2014,2014041217,주간,토,1,6,전남,여수시
2014,2014041318,야간,일,1,1,충남,금산군
2014,2014042214,주간,화,1,1,부산,금정구
2014,2014042305,야간,수,1,2,서울,구로구
2014,2014042414,주간,목,1,1,경기,평택시
2014,2014042320,야간,수,1,1,경기,동두천시
2014,2014042404,야간,목,1,1,충남,논산시
2014,2014042408,주간,목,1,1,대전,중구
2014,2014042522,야간,금,1,1,서울,강남구
2014,2014042007,주간,일,1,3,경기,성남시
2014,2014042004,야간,일,1,3,서울,은평구
2014,2014042002,야간,일,1,1,경남,진주시
2014,2014042822,야간,월,1,8,경북,경산시
2014,2014050404,야간,일,1,1,서울,서초구
2014,2014051122,야간,일,1,1,충남,아산시
2014,2014051112,주간,일,1,1,경북,의성군
2014,2014051314,주간,화,1,1,경북,울릉군
2014,2014051307,주간,화,1,1,강원,강릉시
2014,2014051411,주간,수,1,2,충남,홍성군
2014,2014031816,주간,화,1,1,대전,서구
2014,2014032408,주간,월,1,1,서울,노원구
2014,2014040502,야간,토,1,3,서울,서대문구
2014,2014040421,야간,금,1,1,전남,장흥군
2014,2014040602,야간,일,1,1,경기,화성시
2014,2014040300,야간,목,2,2,전남,나주시
2014,2014033023,야간,일,4,4,충남,아산시
2014,2014040209,주간,수,1,1,강원,강릉시
2014,2014040909,주간,수,1,1,전남,곡성군
2014,2014040515,주간,토,1,1,충남,서천군
2014,2014041811,주간,금,1,1,경남,거제시
2014,2014041407,주간,월,1,1,경북,칠곡군
2014,2014041418,야간,월,1,1,강원,정선군
2014,2014041323,야간,일,1,1,충북,충주시
