행정구역별,연도별,연령별,총인구,총인구_남자,총인구_여자,내국인_남자,내국인_여자,총인구_외국인,외국인_남자,외국인_여자,외국인비율
충남 천안,2015,40~44세,55900,28791,27109,27357,26345,2198,1434,764,0.0393
충남 천안,2015,45~49세,54274,27756,26518,26590,25659,2025,1166,859,0.0373
충남 천안,2015,50~54세,49190,25895,23295,24977,22482,1731,918,813,0.0352
충남 천안,2015,55~59세,39088,20396,18692,19782,18065,1241,614,627,0.0317
충남 천안,2015,60~64세,24506,12432,12074,11993,11719,794,439,355,0.0324
충남 천안,2015,65~69세,17331,8440,8891,8293,8746,292,147,145,0.0168
충남 천안,2015,70~74세,13808,5987,7821,5945,7769,94,42,52,0.0068
충남 천안,2015,75~79세,11505,4563,6942,4534,6887,84,29,55,0.0073
충남 천안,2015,80~84세,7290,2529,4761,2521,4740,29,8,21,0.004
충남 천안,2015,85세이상,4766,1273,3493,1271,3479,16,2,14,0.0034
충남 천안,2015,85~89세,3352,923,2429,922,2422,8,1,7,0.0024
충남 천안,2015,90~94세,1148,302,846,302,840,6,0,6,0.0052
충남 천안,2015,95~99세,234,44,190,43,190,1,1,0,0.0043
충남 천안,2015,100세이상,32,0,28,0,27,0,0,1,0
충남 천안,2015,15세미만,98090,50740,47350,50433,47087,570,307,263,0.0058
충남 천안,2015,15~64세,476272,249261,227011,236269,219029,20974,12992,7982,0.044
충남 천안,2015,65세이상,54700,22792,31908,22564,31621,515,228,287,0.0094
충남 천안,2015,평균연령,36.9,36.1,37.7,36.1,37.7,0,0,0,0
충남 천안,2015,중위연령,36.4,35.8,37.2,35.9,37.2,-0.1,-0.1,0,-0.0027
충남 공주,2015,합계,113542,56610,56932,55553,55852,2137,1057,1080,0.0188
충남 공주,2015,0~4세,3434,1797,1637,1786,1633,15,11,4,0.0044
충남 공주,2015,5~9세,3973,2037,1936,2036,1928,9,1,8,0.0023
충남 공주,2015,10~14세,4624,2404,2220,2398,2216,10,6,4,0.0022
충남 공주,2015,15~19세,8853,4691,4162,4665,4130,58,26,32,0.0066
충남 공주,2015,20~24세,8936,4519,4417,4346,4172,418,173,245,0.0468
충남 공주,2015,25~29세,5948,3293,2655,3082,2410,456,211,245,0.0767
충남 공주,2015,30~34세,5770,3148,2622,2987,2489,294,161,133,0.051
충남 공주,2015,35~39세,6087,3272,2815,3176,2751,160,96,64,0.0263
충남 공주,2015,40~44세,7182,3757,3425,3672,3371,139,85,54,0.0194
충남 공주,2015,45~49세,8295,4303,3992,4213,3911,171,90,81,0.0206
충남 공주,2015,50~54세,9663,4942,4721,4861,4639,163,81,82,0.0169
충남 공주,2015,55~59세,9808,4883,4925,4830,4868,110,53,57,0.0112
충남 공주,2015,60~64세,7666,3823,3843,3790,3815,61,33,28,0.008
충남 공주,2015,65~69세,6147,3085,3062,3067,3039,41,18,23,0.0067
충남 공주,2015,70~74세,5783,2519,3264,2514,3255,14,5,9,0.0024
충남 공주,2015,75~79세,5354,2131,3223,2126,3218,10,5,5,0.0019
충남 공주,2015,80~84세,3722,1367,2355,1365,2351,6,2,4,0.0016
충남 공주,2015,85세이상,2297,639,1658,639,1656,2,0,2,0.0009
충남 공주,2015,85~89세,1633,477,1156,477,1154,2,0,2,0.0012
충남 공주,2015,90~94세,534,137,397,137,397,0,0,0,0
충남 공주,2015,95~99세,119,25,94,25,94,0,0,0,0
충남 공주,2015,100세이상,11,0,11,0,11,0,0,0,0
충남 공주,2015,15세미만,12031,6238,5793,6220,5777,34,18,16,0.0028
충남 공주,2015,15~64세,78208,40631,37577,39622,36556,2030,1009,1021,0.026
충남 공주,2015,65세이상,23303,9741,13562,9711,13519,73,30,43,0.0031
충남 공주,2015,평균연령,44.4,42.7,46.1,42.8,46.3,-0.3,-0.1,-0.2,-0.0068
충남 공주,2015,중위연령,46.2,44.3,48.1,44.6,48.5,-0.7,-0.3,-0.4,-0.0152
충남 보령,2015,합계,101852,52245,49607,50056,48832,2964,2189,775,0.0291
충남 보령,2015,0~4세,3585,1806,1779,1804,1773,8,2,6,0.0022
충남 보령,2015,5~9세,4104,2104,2000,2102,1995,7,2,5,0.0017
충남 보령,2015,10~14세,4535,2352,2183,2347,2178,10,5,5,0.0022
충남 보령,2015,15~19세,5254,2947,2307,2930,2300,24,17,7,0.0046
충남 보령,2015,20~24세,5176,3286,1890,3011,1786,379,275,104,0.0732
충남 보령,2015,25~29세,4920,2896,2024,2397,1872,651,499,152,0.1323
충남 보령,2015,30~34세,5884,3342,2542,2886,2438,560,456,104,0.0952
충남 보령,2015,35~39세,6609,3743,2866,3343,2793,473,400,73,0.0716
충남 보령,2015,40~44세,7711,4250,3461,3979,3372,360,271,89,0.0467
충남 보령,2015,45~49세,7734,4198,3536,4081,3461,192,117,75,0.0248
충남 보령,2015,50~54세,8567,4456,4111,4392,4052,123,64,59,0.0144
충남 보령,2015,55~59세,8777,4346,4431,4308,4390,79,38,41,0.009
충남 보령,2015,60~64세,7253,3502,3751,3478,3715,60,24,36,0.0083
충남 보령,2015,65~69세,6315,3008,3307,3001,3297,17,7,10,0.0027
충남 보령,2015,70~74세,5532,2415,3117,2409,3114,9,6,3,0.0016
충남 보령,2015,75~79세,4864,2002,2862,1997,2858,9,5,4,0.0019
충남 보령,2015,80~84세,3127,1116,2011,1115,2010,2,1,1,0.0006
충남 보령,2015,85세이상,1905,476,1429,476,1428,1,0,1,0.0005
충남 보령,2015,85~89세,1377,372,1005,372,1004,1,0,1,0.0007
충남 보령,2015,90~94세,428,86,342,86,342,0,0,0,0
충남 보령,2015,95~99세,88,17,71,17,71,0,0,0,0
충남 보령,2015,100세이상,12,0,11,0,11,0,0,0,0
충남 보령,2015,15세미만,12224,6262,5962,6253,5946,25,9,16,0.002
충남 보령,2015,15~64세,67885,36966,30919,34805,30179,2901,2161,740,0.0427
충남 보령,2015,65세이상,21743,9017,12726,8998,12707,38,19,19,0.0017
충남 보령,2015,평균연령,45.3,43.1,47.5,43.5,47.7,-0.6,-0.4,-0.2,-0.0132
충남 보령,2015,중위연령,47,44.3,50.3,45.3,50.6,-1.3,-1,-0.3,-0.0277
충남 아산,2015,합계,319929,166820,153109,155672,147044,17213,11148,6065,0.0538
충남 아산,2015,0~4세,19776,10203,9573,10084,9460,232,119,113,0.0117
충남 아산,2015,5~9세,18201,9410,8791,9351,8740,110,59,51,0.006
충남 아산,2015,10~14세,15999,8232,7767,8202,7731,66,30,36,0.0041
충남 아산,2015,15~19세,20819,10540,10279,10437,10133,249,103,146,0.012
충남 아산,2015,20~24세,24493,12407,12086,11259,11195,2039,1148,891,0.0832
충남 아산,2015,25~29세,23334,12914,10420,10634,9488,3212,2280,932,0.1377
충남 아산,2015,30~34세,30072,16911,13161,14687,12348,3037,2224,813,0.101
충남 아산,2015,35~39세,30143,16776,13367,15149,12753,2241,1627,614,0.0743
충남 아산,2015,40~44세,27745,15468,12277,14269,11705,1771,1199,572,0.0638
충남 아산,2015,45~49세,24306,13275,11031,12378,10407,1521,897,624,0.0626
충남 아산,2015,50~54세,21413,11701,9712,11045,9194,1174,656,518,0.0548
충남 아산,2015,55~59세,17851,9147,8704,8725,8383,743,422,321,0.0416
충남 아산,2015,60~64세,12508,6109,6399,5879,6167,462,230,232,0.0369
충남 아산,2015,65~69세,9791,4619,5172,4541,5091,159,78,81,0.0162
충남 아산,2015,70~74세,8471,3703,4768,3665,4715,91,38,53,0.0107
충남 아산,2015,75~79세,7452,2998,4454,2978,4410,64,20,44,0.0086
충남 아산,2015,80~84세,4751,1676,3075,1665,3061,25,11,14,0.0053
충남 아산,2015,85세이상,2804,731,2073,724,2063,17,7,10,0.0061
충남 아산,2015,85~89세,1954,537,1417,534,1414,6,3,3,0.0031
충남 아산,2015,90~94세,673,158,515,156,509,8,2,6,0.0119
충남 아산,2015,95~99세,161,36,125,34,125,2,2,0,0.0124
충남 아산,2015,100세이상,16,0,16,0,15,0,0,1,0
충남 아산,2015,15세미만,53976,27845,26131,27637,25931,408,208,200,0.0076
충남 아산,2015,15~64세,232684,125248,107436,114462,101773,16449,10786,5663,0.0707
충남 아산,2015,65세이상,33269,13727,19542,13573,19340,356,154,202,0.0107
충남 아산,2015,평균연령,36.9,36.1,37.8,36.1,37.8,0,0,0,0
충남 아산,2015,중위연령,36.1,35.7,36.5,35.9,36.6,-0.3,-0.2,-0.1,-0.0083
충남 서산,2015,합계,169221,87287,81934,84627,79865,4729,2660,2069,0.0279
충남 서산,2015,0~4세,8625,4463,4162,4423,4127,75,40,35,0.0087
충남 서산,2015,5~9세,8656,4516,4140,4495,4119,42,21,21,0.0049
충남 서산,2015,10~14세,8946,4750,4196,4741,4186,19,9,10,0.0021
충남 서산,2015,15~19세,10135,5304,4831,5256,4770,109,48,61,0.0108
충남 서산,2015,20~24세,9185,5326,3859,5004,3521,660,322,338,0.0719
충남 서산,2015,25~29세,9385,5477,3908,5094,3593,698,383,315,0.0744
충남 서산,2015,30~34세,11888,6491,5397,6085,5126,677,406,271,0.0569
충남 서산,2015,35~39세,13203,6962,6241,6588,6069,546,374,172,0.0414
충남 서산,2015,40~44세,14242,7634,6608,7345,6452,445,289,156,0.0312
충남 서산,2015,45~49세,13940,7467,6473,7202,6272,466,265,201,0.0334
충남 서산,2015,50~54세,13522,7265,6257,7072,6076,374,193,181,0.0277
충남 서산,2015,55~59세,11976,6100,5876,5956,5771,249,144,105,0.0208
충남 서산,2015,60~64세,8803,4345,4458,4247,4350,206,98,108,0.0234
충남 서산,2015,65~69세,7647,3801,3846,3757,3794,96,44,52,0.0126
충남 서산,2015,70~74세,6599,2944,3655,2931,3634,34,13,21,0.0052
충남 서산,2015,75~79세,5833,2376,3457,2371,3444,18,5,13,0.0031
충남 서산,2015,80~84세,4145,1442,2703,1439,2698,8,3,5,0.0019
충남 서산,2015,85세이상,2491,624,1867,621,1863,7,3,4,0.0028
충남 서산,2015,85~89세,1715,457,1258,455,1254,6,2,4,0.0035
충남 서산,2015,90~94세,627,136,491,135,491,1,1,0,0.0016
충남 서산,2015,95~99세,136,31,105,31,105,0,0,0,0
충남 서산,2015,100세이상,13,0,13,0,13,0,0,0,0
충남 서산,2015,15세미만,26227,13729,12498,13659,12432,136,70,66,0.0052
충남 서산,2015,15~64세,116279,62371,53908,59849,52000,4430,2522,1908,0.0381
충남 서산,2015,65세이상,26715,11187,15528,11119,15433,163,68,95,0.0061
충남 서산,2015,평균연령,41,39.5,42.7,39.6,42.8,-0.2,-0.1,-0.1,-0.0049
충남 서산,2015,중위연령,41.7,40.3,43.2,40.5,43.4,-0.4,-0.2,-0.2,-0.0096
충남 논산,2015,합계,124246,62191,62055,60003,60097,4146,2188,1958,0.0334
충남 논산,2015,0~4세,4117,2088,2029,2072,2020,25,16,9,0.0061
충남 논산,2015,5~9세,4748,2440,2308,2433,2305,10,7,3,0.0021
충남 논산,2015,10~14세,5244,2696,2548,2693,2540,11,3,8,0.0021
충남 논산,2015,15~19세,8941,4828,4113,4792,4070,79,36,43,0.0088
충남 논산,2015,20~24세,8559,4527,4032,4155,3514,890,372,518,0.104
충남 논산,2015,25~29세,6319,3531,2788,3043,2315,961,488,473,0.1521
충남 논산,2015,30~34세,6648,3596,3052,3206,2750,692,390,302,0.1041
충남 논산,2015,35~39세,6949,3666,3283,3390,3132,427,276,151,0.0614
충남 논산,2015,40~44세,8512,4561,3951,4372,3846,294,189,105,0.0345
충남 논산,2015,45~49세,8699,4659,4040,4529,3941,229,130,99,0.0263
충남 논산,2015,50~54세,9893,5107,4786,4991,4697,205,116,89,0.0207
충남 논산,2015,55~59세,10563,5377,5186,5285,5102,176,92,84,0.0167
충남 논산,2015,60~64세,8407,4168,4239,4126,4201,80,42,38,0.0095
충남 논산,2015,65~69세,6948,3377,3571,3360,3553,35,17,18,0.005
충남 논산,2015,70~74세,6678,2862,3816,2858,3811,9,4,5,0.0013
충남 논산,2015,75~79세,6158,2421,3737,2414,3732,12,7,5,0.0019
충남 논산,2015,80~84세,4233,1505,2728,1505,2726,2,0,2,0.0005
충남 논산,2015,85세이상,2630,782,1848,779,1842,9,3,6,0.0034
충남 논산,2015,85~89세,1934,583,1351,580,1346,8,3,5,0.0041
충남 논산,2015,90~94세,559,160,399,160,398,1,0,1,0.0018
충남 논산,2015,95~99세,116,33,83,33,83,0,0,0,0
충남 논산,2015,100세이상,21,6,15,6,15,0,0,0,0
충남 논산,2015,15세미만,14109,7224,6885,7198,6865,46,26,20,0.0033
충남 논산,2015,15~64세,83490,44020,39470,41889,37568,4033,2131,1902,0.0483
충남 논산,2015,65세이상,26647,10947,15700,10916,15664,67,31,36,0.0025
충남 논산,2015,평균연령,44.7,42.8,46.5,43.1,46.9,-0.7,-0.3,-0.4,-0.0157
충남 논산,2015,중위연령,46.2,44.1,48.6,44.8,49.5,-1.6,-0.7,-0.9,-0.0346
충남 계룡,2015,합계,39243,19447,19796,19345,19684,214,102,112,0.0055
충남 계룡,2015,0~4세,1931,985,946,984,945,2,1,1,0.001
충남 계룡,2015,5~9세,2641,1381,1260,1379,1259,3,2,1,0.0011
충남 계룡,2015,10~14세,3018,1569,1449,1566,1448,4,3,1,0.0013
충남 계룡,2015,15~19세,2926,1496,1430,1495,1429,2,1,1,0.0007
충남 계룡,2015,20~24세,2035,1175,860,1167,848,20,8,12,0.0098
충남 계룡,2015,25~29세,1551,843,708,825,687,39,18,21,0.0251
충남 계룡,2015,30~34세,2234,1071,1163,1064,1145,25,7,18,0.0112
충남 계룡,2015,35~39세,3253,1518,1735,1510,1727,16,8,8,0.0049
충남 계룡,2015,40~44세,4264,2016,2248,2006,2243,15,10,5,0.0035
충남 계룡,2015,45~49세,4347,2216,2131,2207,2121,19,9,10,0.0044
충남 계룡,2015,50~54세,3173,1658,1515,1645,1501,27,13,14,0.0085
충남 계룡,2015,55~59세,2594,1272,1322,1264,1320,10,8,2,0.0039
충남 계룡,2015,60~64세,1713,877,836,873,827,13,4,9,0.0076
충남 계룡,2015,65~69세,1044,530,514,524,509,11,6,5,0.0105
충남 계룡,2015,70~74세,853,333,520,332,520,1,1,0,0.0012
충남 계룡,2015,75~79세,745,264,481,263,480,2,1,1,0.0027
충남 계룡,2015,80~84세,529,153,376,151,373,5,2,3,0.0095
충남 계룡,2015,85세이상,392,90,302,90,302,0,0,0,0
충남 계룡,2015,85~89세,284,72,212,72,212,0,0,0,0
충남 계룡,2015,90~94세,84,14,70,14,70,0,0,0,0
충남 계룡,2015,95~99세,23,0,19,0,19,0,0,0,0
충남 계룡,2015,100세이상,0,0,0,0,0,0,0,0,0
충남 계룡,2015,15세미만,7590,3935,3655,3929,3652,9,6,3,0.0012
충남 계룡,2015,15~64세,28090,14142,13948,14056,13848,186,86,100,0.0066
충남 계룡,2015,65세이상,3563,1370,2193,1360,2184,19,10,9,0.0053
충남 계룡,2015,평균연령,37.6,36.3,38.8,36.3,38.8,0,0,0,0
충남 계룡,2015,중위연령,40,39.1,41,39.1,41,0,0,0,0
충남 당진,2015,합계,163762,86801,76961,82449,74938,6375,4352,2023,0.0389
충남 당진,2015,0~4세,9517,4868,4649,4828,4628,61,40,21,0.0064
충남 당진,2015,5~9세,8496,4446,4050,4436,4041,19,10,9,0.0022
충남 당진,2015,10~14세,7504,3875,3629,3862,3614,28,13,15,0.0037
충남 당진,2015,15~19세,8701,4575,4126,4551,4101,49,24,25,0.0056
충남 당진,2015,20~24세,8133,4677,3456,4299,3298,536,378,158,0.0659
충남 당진,2015,25~29세,9800,5841,3959,5063,3633,1104,778,326,0.1127
충남 당진,2015,30~34세,13773,8020,5753,7141,5497,1135,879,256,0.0824
충남 당진,2015,35~39세,13657,7603,6054,7004,5833,820,599,221,0.06
충남 당진,2015,40~44세,13287,7653,5634,7157,5445,685,496,189,0.0516
충남 당진,2015,45~49세,12488,6995,5493,6628,5253,607,367,240,0.0486
충남 당진,2015,50~54세,12423,6840,5583,6499,5352,572,341,231,0.046
충남 당진,2015,55~59세,11412,5946,5466,5723,5312,377,223,154,0.033
충남 당진,2015,60~64세,8611,4336,4275,4220,4173,218,116,102,0.0253
충남 당진,2015,65~69세,7349,3632,3717,3578,3680,91,54,37,0.0124
충남 당진,2015,70~74세,6367,2947,3420,2929,3405,33,18,15,0.0052
충남 당진,2015,75~79세,5974,2455,3519,2447,3502,25,8,17,0.0042
충남 당진,2015,80~84세,3844,1397,2447,1392,2441,11,5,6,0.0029
충남 당진,2015,85세이상,2426,695,1731,692,1730,4,3,1,0.0016
충남 당진,2015,85~89세,1675,526,1149,524,1148,3,2,1,0.0018
충남 당진,2015,90~94세,605,136,469,136,469,0,0,0,0
충남 당진,2015,95~99세,133,33,100,32,100,1,1,0,0.0075
충남 당진,2015,100세이상,13,0,13,0,13,0,0,0,0
충남 당진,2015,15세미만,25517,13189,12328,13126,12283,108,63,45,0.0042
충남 당진,2015,15~64세,112285,62486,49799,58285,47897,6103,4201,1902,0.0544
충남 당진,2015,65세이상,25960,11126,14834,11038,14758,164,88,76,0.0063
충남 당진,2015,평균연령,40.9,39.6,42.4,39.7,42.4,-0.1,-0.1,0,-0.0024
충남 당진,2015,중위연령,40.9,39.6,42.5,40,42.6,-0.5,-0.4,-0.1,-0.0122
전라북도,2015,합계,1834114,915729,918385,899308,904876,29930,16421,13509,0.0163
전라북도,2015,0~4세,76068,39071,36997,38909,36853,306,162,144,0.004
전라북도,2015,5~9세,79366,41026,38340,40921,38224,221,105,116,0.0028
전라북도,2015,10~14세,91063,47228,43835,47145,43759,159,83,76,0.0017
전라북도,2015,15~19세,123926,65504,58422,65248,58157,521,256,265,0.0042
전라북도,2015,20~24세,126300,69322,56978,66926,54500,4874,2396,2478,0.0386
전라북도,2015,25~29세,97765,52875,44890,49196,42314,6255,3679,2576,0.064
전라북도,2015,30~34세,109359,57328,52031,54419,50272,4668,2909,1759,0.0427
전라북도,2015,35~39세,120792,62471,58321,60600,57246,2946,1871,1075,0.0244
전라북도,2015,40~44세,143138,74161,68977,72828,67995,2315,1333,982,0.0162
전라북도,2015,45~49세,146666,75918,70748,74826,69593,2247,1092,1155,0.0153
전라북도,2015,50~54세,145400,74578,70822,73628,69644,2128,950,1178,0.0146
전라북도,2015,55~59세,141381,70761,70620,70022,69793,1566,739,827,0.0111
전라북도,2015,60~64세,108527,53536,54991,53098,54516,913,438,475,0.0084
전라북도,2015,65~69세,95361,45682,49679,45466,49489,406,216,190,0.0043
전라북도,2015,70~74세,82369,35424,46945,35329,46847,193,95,98,0.0023
전라북도,2015,75~79세,70038,27401,42637,27351,42568,119,50,69,0.0017
전라북도,2015,80~84세,46991,15777,31214,15751,31189,51,26,25,0.0011
전라북도,2015,85세이상,29604,7666,21938,7645,21917,42,21,21,0.0014
전라북도,2015,85~89세,21550,5919,15631,5909,15615,26,10,16,0.0012
전라북도,2015,90~94세,6483,1510,4973,1501,4970,12,9,3,0.0019
전라북도,2015,95~99세,1420,222,1198,220,1196,4,2,2,0.0028
전라북도,2015,100세이상,151,15,136,15,136,0,0,0,0
전라북도,2015,15세미만,246497,127325,119172,126975,118836,686,350,336,0.0028
전라북도,2015,15~64세,1263254,656454,606800,640791,594030,28433,15663,12770,0.0225
전라북도,2015,65세이상,324363,131950,192413,131542,192010,811,408,403,0.0025
전라북도,2015,평균연령,42.3,40.6,44,40.7,44.1,-0.2,-0.1,-0.1,-0.0047
전라북도,2015,중위연령,43.3,41.7,45,41.9,45.2,-0.4,-0.2,-0.2,-0.0092
전북 전주,2015,합계,658172,325652,332520,322530,329009,6633,3122,3511,0.0101
전북 전주,2015,0~4세,29103,14882,14221,14814,14145,144,68,76,0.0049
전북 전주,2015,5~9세,31534,16388,15146,16352,15097,85,36,49,0.0027
전북 전주,2015,10~14세,37053,19108,17945,19082,17919,52,26,26,0.0014
전북 전주,2015,15~19세,51712,26598,25114,26508,24997,207,90,117,0.004
전북 전주,2015,20~24세,53080,27944,25136,27336,24320,1424,608,816,0.0268
전북 전주,2015,25~29세,39495,20321,19174,19681,18456,1358,640,718,0.0344
전북 전주,2015,30~34세,43368,21929,21439,21527,21030,811,402,409,0.0187
전북 전주,2015,35~39세,47516,23475,24041,23194,23823,499,281,218,0.0105
전북 전주,2015,40~44세,56499,27730,28769,27488,28578,433,242,191,0.0077
전북 전주,2015,45~49세,56789,28125,28664,27914,28409,466,211,255,0.0082
전북 전주,2015,50~54세,52636,26153,26483,25982,26244,410,171,239,0.0078
전북 전주,2015,55~59세,46960,23133,23827,22970,23641,349,163,186,0.0074
전북 전주,2015,60~64세,33593,16418,17175,16335,17063,195,83,112,0.0058
전북 전주,2015,65~69세,27277,13033,14244,12984,14197,96,49,47,0.0035
전북 전주,2015,70~74세,20323,9200,11123,9174,11101,48,26,22,0.0024
전북 전주,2015,75~79세,15470,6355,9115,6347,9099,24,8,16,0.0016
전북 전주,2015,80~84세,9614,3309,6305,3297,6298,19,12,7,0.002
전북 전주,2015,85세이상,6150,1551,4599,1545,4592,13,6,7,0.0021
전북 전주,2015,85~89세,4416,1221,3195,1217,3190,9,4,5,0.002
전북 전주,2015,90~94세,1372,281,1091,279,1090,3,2,1,0.0022
전북 전주,2015,95~99세,326,44,282,44,281,1,0,1,0.0031
전북 전주,2015,100세이상,36,5,31,5,31,0,0,0,0
전북 전주,2015,15세미만,97690,50378,47312,50248,47161,281,130,151,0.0029
전북 전주,2015,15~64세,481648,241826,239822,238935,236561,6152,2891,3261,0.0128
전북 전주,2015,65세이상,78834,33448,45386,33347,45287,200,101,99,0.0025
전북 전주,2015,평균연령,39,37.9,40.1,37.9,40.1,0,0,0,0
전북 전주,2015,중위연령,39.6,38.3,40.8,38.4,40.9,-0.2,-0.1,-0.1,-0.0051
전북 군산,2015,합계,275155,141399,133756,137195,131528,6432,4204,2228,0.0234
전북 군산,2015,0~4세,13259,6823,6436,6775,6409,75,48,27,0.0057
전북 군산,2015,5~9세,12904,6603,6301,6576,6277,51,27,24,0.004
전북 군산,2015,10~14세,13823,7148,6675,7137,6658,28,11,17,0.002
전북 군산,2015,15~19세,18121,9613,8508,9575,8468,78,38,40,0.0043
전북 군산,2015,20~24세,18120,10289,7831,9865,7527,728,424,304,0.0402
전북 군산,2015,25~29세,14925,8561,6364,7535,6033,1357,1026,331,0.0909
전북 군산,2015,30~34세,19331,10566,8765,9702,8487,1142,864,278,0.0591
전북 군산,2015,35~39세,20828,11145,9683,10632,9447,749,513,236,0.036
전북 군산,2015,40~44세,23517,12574,10943,12196,10751,570,378,192,0.0242
전북 군산,2015,45~49세,22078,11663,10415,11370,10204,504,293,211,0.0228
전북 군산,2015,50~54세,21319,11107,10212,10853,9976,490,254,236,0.023
전북 군산,2015,55~59세,21031,10474,10557,10321,10402,308,153,155,0.0146
전북 군산,2015,60~64세,16025,8115,7910,8023,7815,187,92,95,0.0117
전북 군산,2015,65~69세,13172,6438,6734,6393,6692,87,45,42,0.0066
전북 군산,2015,70~74세,10442,4646,5796,4626,5778,38,20,18,0.0036
전북 군산,2015,75~79세,7792,3161,4631,3151,4622,19,10,9,0.0024
전북 군산,2015,80~84세,5125,1664,3461,1660,3449,16,4,12,0.0031
전북 군산,2015,85세이상,3343,809,2534,805,2533,5,4,1,0.0015
전북 군산,2015,85~89세,2445,611,1834,610,1833,2,1,1,0.0008
전북 군산,2015,90~94세,729,163,566,161,566,2,2,0,0.0027
전북 군산,2015,95~99세,152,34,118,33,118,1,1,0,0.0066
전북 군산,2015,100세이상,17,0,16,0,16,0,0,0,0
전북 군산,2015,15세미만,39986,20574,19412,20488,19344,154,86,68,0.0039
전북 군산,2015,15~64세,195295,104107,91188,100072,89110,6113,4035,2078,0.0313
전북 군산,2015,65세이상,39874,16718,23156,16635,23074,165,83,82,0.0041
전북 군산,2015,평균연령,40.7,39.3,42.1,39.4,42.2,-0.2,-0.1,-0.1,-0.0049
전북 군산,2015,중위연령,41.4,40,42.9,40.4,43,-0.5,-0.4,-0.1,-0.0121
전북 익산,2015,합계,301723,151707,150016,149160,147808,4755,2547,2208,0.0158
전북 익산,2015,0~4세,12292,6319,5973,6305,5958,29,14,15,0.0024
전북 익산,2015,5~9세,12899,6550,6349,6535,6333,31,15,16,0.0024
전북 익산,2015,10~14세,15005,7713,7292,7700,7276,29,13,16,0.0019
전북 익산,2015,15~19세,22058,12021,10037,11973,9991,94,48,46,0.0043
전북 익산,2015,20~24세,25102,13892,11210,13492,10820,790,400,390,0.0315
전북 익산,2015,25~29세,17333,9747,7586,9176,7191,966,571,395,0.0557
전북 익산,2015,30~34세,17903,9455,8448,9027,8147,729,428,301,0.0407
전북 익산,2015,35~39세,19791,10198,9593,9899,9418,474,299,175,0.024
전북 익산,2015,40~44세,23437,11901,11536,11722,11370,345,179,166,0.0147
전북 익산,2015,45~49세,24729,12402,12327,12225,12135,369,177,192,0.0149
전북 익산,2015,50~54세,24644,12490,12154,12331,11946,367,159,208,0.0149
전북 익산,2015,55~59세,23428,11844,11584,11728,11438,262,116,146,0.0112
전북 익산,2015,60~64세,17138,8460,8678,8388,8602,148,72,76,0.0086
전북 익산,2015,65~69세,13993,6745,7248,6716,7223,54,29,25,0.0039
전북 익산,2015,70~74세,11641,5064,6577,5053,6557,31,11,20,0.0027
전북 익산,2015,75~79세,9545,3641,5904,3632,5887,26,9,17,0.0027
전북 익산,2015,80~84세,6609,2204,4405,2201,4404,4,3,1,0.0006
전북 익산,2015,85세이상,4176,1061,3115,1057,3112,7,4,3,0.0017
전북 익산,2015,85~89세,3083,828,2255,826,2252,5,2,3,0.0016
전북 익산,2015,90~94세,899,204,695,202,695,2,2,0,0.0022
전북 익산,2015,95~99세,169,27,142,27,142,0,0,0,0
전북 익산,2015,100세이상,25,0,23,0,23,0,0,0,0
전북 익산,2015,15세미만,40196,20582,19614,20540,19567,89,42,47,0.0022
전북 익산,2015,15~64세,215563,112410,103153,109961,101058,4544,2449,2095,0.0211
전북 익산,2015,65세이상,45964,18715,27249,18659,27183,122,56,66,0.0027
전북 익산,2015,평균연령,41.1,39.4,42.7,39.5,42.8,-0.2,-0.1,-0.1,-0.0049
전북 익산,2015,중위연령,41.9,40,43.8,40.2,43.9,-0.3,-0.2,-0.1,-0.0072
전북 정읍,2015,합계,110627,54898,55729,53290,54698,2639,1608,1031,0.0239
전북 정읍,2015,0~4세,3853,1984,1869,1975,1862,16,9,7,0.0042
전북 정읍,2015,5~9세,4155,2191,1964,2186,1957,12,5,7,0.0029
전북 정읍,2015,10~14세,5161,2743,2418,2739,2413,9,4,5,0.0017
전북 정읍,2015,15~19세,6704,3470,3234,3453,3222,29,17,12,0.0043
전북 정읍,2015,20~24세,5776,3267,2509,3045,2369,362,222,140,0.0627
전북 정읍,2015,25~29세,4977,2778,2199,2420,1981,576,358,218,0.1157
전북 정읍,2015,30~34세,5342,2905,2437,2566,2283,493,339,154,0.0923
전북 정읍,2015,35~39세,6359,3367,2992,3175,2900,284,192,92,0.0447
전북 정읍,2015,40~44세,7982,4182,3800,4066,3730,186,116,70,0.0233
전북 정읍,2015,45~49세,8528,4623,3905,4518,3817,193,105,88,0.0226
전북 정읍,2015,50~54세,8973,4739,4234,4655,4144,174,84,90,0.0194
전북 정읍,2015,55~59세,8868,4590,4278,4514,4207,147,76,71,0.0166
전북 정읍,2015,60~64세,7125,3405,3720,3362,3687,76,43,33,0.0107
전북 정읍,2015,65~69세,7037,3386,3651,3364,3633,40,22,18,0.0057
전북 정읍,2015,70~74세,6766,2786,3980,2776,3965,25,10,15,0.0037
전북 정읍,2015,75~79세,6145,2403,3742,2397,3733,15,6,9,0.0024
전북 정읍,2015,80~84세,4314,1411,2903,1411,2902,1,0,1,0.0002
전북 정읍,2015,85세이상,2562,668,1894,668,1893,1,0,1,0.0004
전북 정읍,2015,85~89세,1888,523,1365,523,1365,0,0,0,0
